index,marca,fecha_alerta,fecha_vencimiento,mes,status,plazo_de_gestion,sucursal,canal,vendedor_rc,responsable_de_gestionar_alerta,cliente,vin,vehículo,satisfaccion_inicial,recomendacion_inicial,incidente_o_retorno_inicial,categoria,causas,puesto_involucrado,tiempo_de_respuesta_dias,estado,resp_alerta,tipo_de_alerta
7624,Marca 1,2018-10-18,2018-10-19,Octubre,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,246e89c6fcd93a60463be9821f1d0d5d,246e89c6fcd93a60463be9821f1d0d5d,f236b072fdce86b7841222287249dc5b,87557631346d507473ef669f7ecfaa15,afee97063896539480a5565756d32aee,10.0,10.0,NO,Varios,Turnos: Disponibilidad de turnos; Disconformidad con el Fabricante: Disconformidad con el producto,Asesor,0.002028998723326625,SIN RESPUESTA,Responsable 1,OBSERVACION
7625,Usados,2018-10-18,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,Usados,93e83137352d527357dd3e2d37052ec9,eb1f7c7e592891a1f4651cc871058072,df63d274a12bd073b487f79aa3eb3d80,2dde76e761075ecfb4c18bb13de2d018,3a1aa29081ceeee7761850ea64dae9e1,-1.0,-1.0,SI,Vehículo entregado en malas condiciones,Otras,Entrega Fisica,0.9912684661681558,INCONTACTABLE,Responsable 2,BAJA CALIFICACION E INCIDENTE
7626,Usados,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,Usados,adf1af37647416e87068a058beb89793,eb1f7c7e592891a1f4651cc871058072,773b89af3cde165c6f472da1f608d5ca,0b97fae0ae29b9ca6b5058624e04b6db,18fcad8f48d0bc27ef8eb5a94f867159,10.0,10.0,NO,Vehículo entregado en malas condiciones,Fallas en el funcionamiento mecanico/ carroceria,Entrega Fisica,0.9913368593835492,REVERTIDO,Responsable 1,OBSERVACION
7627,Usados,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,Usados,b5ae62e998a50fcf57604bb1279f0bcf,eb1f7c7e592891a1f4651cc871058072,6cd0f8316e5ad40134ab6d7da61028ce,1614cd5045c1cfc5c03a07ee2e68f1d7,0570ea5dfc8bc669200f3ca2ef4dff88,9.0,10.0,NO,Varios,Vehículo Entregado en Malas Condiciones: Pieza defectuosa; Disconformidad con el Fabricante: Disponibilidad de repuestos,Entrega Fisica,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
7629,Marca 2,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PV,98121103244efaa75ab3c23947aae1b6,98121103244efaa75ab3c23947aae1b6,212ae993ec28cffee91054db6835bbbe,bdd72684e1b5561537d92ce163a00579,b5db2b144223e2d4152354cd0e8d5f17,9.0,9.0,NO,Varios,Disconformidad con el Fabricante: Políticas de precios; Asesoramiento: Consultas pendientes del Cliente,Asesor,0.9913596571220136,GESTIONADO,Responsable 2,OBSERVACION
7630,Marca 2,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 2,PV,98121103244efaa75ab3c23947aae1b6,98121103244efaa75ab3c23947aae1b6,c07ebaafeb91535f1c4f95b8cbe2a3d2,8316812aa81ed3a8ed42978f6106ba0e,40802543663ab561f4ba56e17fcef1f6,9.0,10.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9913596571220136,GESTIONADO,Responsable 2,OBSERVACION
7631,Marca 3,2018-10-18,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,cffe58d3dbfdc3c353cad6429ee7898f,1dba5511389f767958826641b033ebe3,67180f967b5f2201c4f30c85c51d9bd7,7.0,9.0,NO,Varios,Lavado: Vehículo mal lavado; Asesoramiento: Consultas pendientes del Cliente,Lavadero,0.9912684661681558,REVERTIDO,Responsable 2,BAJA CALIFICACION
7632,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,ea8ae699186dcfa768aac33b1fd02113,b2b14612d59fe841ac758d5c46d72b55,23ad1ec0fbb9c3b1a3b79da3c0c9590c,9.0,9.0,NO,Varios,Reclamos al Taller: Cuidado del vehículo en su estancia en el taller; Disconformidad con el Fabricante: Disponibilidad de repuestos,Taller,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
7633,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,5f1041b319df2eec6e7d7342ac7dc652,27701f408bcc23a7e06759ca834cf471,fbbf2cbe4eed808b5c08c7780f698804,10.0,10.0,NO,Varios,Asesoramiento: Disconformidad con experiencias pasadas; Lavado: Lavado mal terminado,Asesor,0.9912684661681558,REVERTIDO,Responsable 1,OBSERVACION
7634,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,973b522f65bc9ff13453331a5fe36536,973b522f65bc9ff13453331a5fe36536,15dcc656155580da1c23c242e1b1ef12,e8ae0dd6173387f513a87f6ac5b4848c,23ad1ec0fbb9c3b1a3b79da3c0c9590c,9.0,9.0,NO,Asesoramiento,Nuevo problema,Asesor,0.9912684661681558,REVERTIDO,Responsable 1,OBSERVACION
7636,Marca 4,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,02a18f85af5adc433baf39ff903fcb4a,541baaea2fcc5fbd24cdc456c3b9f5bd,6036a510db41447d7f11e16dc174fa30,a2eade885b1c760c81202ff2d722ef65,dafa4042195355a871b0cea63d5d2331,9.0,9.0,NO,Asesoramiento,Datos cargados erroneamente,Asesor,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
7637,Marca 1,2018-10-18,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,VN,d36fd8df39e0cdfdeb4c116c5950a44c,d2271ce4a7b76a6b2090e2ee6d828818,1b2dbc1daabc3a40374daa245498e127,7823a13a6947b35f33ff9ff4f660eeaa,b7186aa17c689fadfff0293b918164a4,9.0,8.0,SI,Asesoramiento,"Plazos de entrega, Incumplimiento de promesas, Equipamiento de la unidad",Ventas,0.9912684661681558,NO REVERTIDO,Responsable 2,BAJA CALIFICACION E INCIDENTE
7638,Marca 1,2018-10-18,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,VN,59381c44e995cbdc59c604cf060e0b1c,75bd9f0d0474e3b5e79a6a247c246aa9,f5088e9dd22ec6c5246c34d57fd399c3,4d315d6389c9cbae2fe05b3bce4e84fc,783e08b9e402d0496cc063145ec1b63a,9.0,8.0,NO,Varios,"Vehículo Entregado en Malas Condiciones: Pieza defectuosa, Otros; Asesoramiento: Plazos de entrega, Sobre el proceso administrativo, Gastos",Adjudicados,0.9912684661681558,CERRADO POR GERENCIA,Responsable 1,BAJA CALIFICACION
7639,Marca 1,2018-10-18,2018-10-22,Octubre,SIN GESTION,Sin Tratamiento,Sucursal 2,PV,ecc17209d0ed54780932708ae982e583,ecc17209d0ed54780932708ae982e583,0eccc727346add63ec1252140444d157,1d707ae71d3f4a3639128a405e8db032,93ae83899af768334d82e1601748211f,-1.0,-1.0,SI,Reclamos al taller,Mala reparación,Taller,0.002028998723326625,SIN RESPUESTA,Responsable 2,BAJA CALIFICACION Y RETORNO
7640,Marca 1,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,444c85f0fd5d405232efcca8383d9cad,e0d88be5601d9b08019ce371d6db7217,c69ea2dc2fc8d88933d06146834b499c,109c5e1e1d9e09e87ba3fdc59ec12af1,8bcbb2d76706e5e5a5d93b6a982a8574,10.0,10.0,NO,Disconformidad con el fabricante,Disconformidad con el Fabricante: Políticas de precios; Asesoramiento: Nuevo problema,Asesor,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
7641,Marca 1,2018-10-18,2018-10-19,Octubre,GESTIONADO,A TIEMPO,Sucursal 2,PV,ecc17209d0ed54780932708ae982e583,ecc17209d0ed54780932708ae982e583,a7e788043452edb1b4f481990e99466a,50c180266bf2c8085ce85be0154144a6,ad03bc5d7ace4b9b486a8f4cb52447a5,10.0,10.0,NO,Varios,Condiciones Generales: Políticas de la empresa; Reclamos al Taller: Trabajo parcial,Taller,0.9912684661681558,REVERTIDO,Responsable 2,OBSERVACION
7642,Marca 1,2018-10-18,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 4,PA,385f9a92687016831997f4f958a0d040,ccfef5b5fd1bd0b56c6ae83a761e9412,a88768e41a5c1e271fb210a6dbe652cf,c91af24c0ba568fc34768891268553dd,e3b607e87917ed713a09e6b858471087,8.0,8.0,NO,Varios,Comunicación: Falta de comunicación ante novedades; Elemento de Entrega Diferenciada: Obsequios en la entrega,Ventas,0.9912456684296918,NO REVERTIDO,Responsable 2,BAJA CALIFICACION
7643,Marca 3,2018-10-18,2018-10-22,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,4266ad43a59907de18ff683bc4659cee,4266ad43a59907de18ff683bc4659cee,7dac641da77034d920f98461a2f65173,6c4a46d2b8062bbf894994ff7a534b4d,8dcedb37bb95000a82ca1ac70337f88a,8.0,9.0,NO,Reclamos al taller,Disconformidad sobre el trabajo realizado,Taller,0.9914964435527996,NO REVERTIDO,Responsable 2,BAJA CALIFICACION
7645,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,4266ad43a59907de18ff683bc4659cee,4266ad43a59907de18ff683bc4659cee,a1ab50fed5de8ef50496e0e8333e13de,eb82566c403cd097d2d29206b94c03af,30eab643555ecb03adad4a7967d24f95,10.0,9.0,NO,Accesorios,Defectuoso,Asesor,0.9915648367681926,GESTIONADO,Responsable 2,OBSERVACION
7646,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,0a7bec7c85caac51008df1b4603ac74e,a3b9d6ab223b7f885d01c1e2d6ee683d,5094c9d96711f203b14da7806fe7f31d,4617e0c0994587219d378baac94e1159,67180f967b5f2201c4f30c85c51d9bd7,9.0,9.0,NO,Asesoramiento,"Cambio de precio, Agendamiento del Turno",Asesor,0.9913368593835492,REVERTIDO,Responsable 2,OBSERVACION
7647,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,4266ad43a59907de18ff683bc4659cee,4266ad43a59907de18ff683bc4659cee,3ee33ad078d0293dff43a4e77b6eaac2,e9595428483d5c6b4e3eb8ee9eb53042,1ab003bdca139b0f8c178fd260a62737,9.0,9.0,NO,Lavado,Vehículo mal lavado,Lavadero,0.9914052525989422,GESTIONADO,Responsable 2,OBSERVACION
7648,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,4266ad43a59907de18ff683bc4659cee,4266ad43a59907de18ff683bc4659cee,a8cfced1735c6baf4f7d70d8b5a46b74,e94bdd862d50bf5c0f86b4ac47267f5c,67180f967b5f2201c4f30c85c51d9bd7,9.0,9.0,NO,Varios,"Asesoramiento: Agendamiento del Turno, Consultas pendientes del Cliente; Disconformidad con el Fabricante: Políticas de precios",Asesor,0.9914964435527996,GESTIONADO,Responsable 1,OBSERVACION
7649,Marca 3,2018-10-18,2018-10-19,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 3,PV,4266ad43a59907de18ff683bc4659cee,4266ad43a59907de18ff683bc4659cee,21977483f893956f6e815722cf825e4a,bd1371032545c7eb285ba2524bd9cabc,30eab643555ecb03adad4a7967d24f95,10.0,10.0,NO,Varios,"Disconformidad con el Fabricante: Disponibilidad de repuestos, Políticas de precios; Asesoramiento: Agendamiento del Turno",Asesor,0.9915648367681926,GESTIONADO,Responsable 1,OBSERVACION
7652,Marca 2,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,b50a919c66342a99687e80bc4d4299f5,b50a919c66342a99687e80bc4d4299f5,eba5236c81d8468a68efc44c75cdd9a1,22137e9225f6d6b4b319bf6e998dac2a,301d20e12f231dea219e19e1d9da85ed,10.0,1.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9914052525989422,REVERTIDO,Responsable 2,BAJA CALIFICACION
7653,Marca 2,2018-10-19,2018-10-23,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PV,21682ba91331decdbe91cd739e157aa8,21682ba91331decdbe91cd739e157aa8,3e6227ef001c05567a34cea16a09f650,4a2538c9c9f3f907a10151abf6a31a24,a53bb7fabbb27b3415dd0b4240d6469f,9.0,-1.0,SI,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9913140616450848,REVERTIDO,Responsable 1,BAJA CALIFICACION Y RETORNO
7654,Marca 2,2018-10-19,2018-10-23,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PV,21682ba91331decdbe91cd739e157aa8,21682ba91331decdbe91cd739e157aa8,5e2c7fb6cc3903c49f6a9fc3bae2d5d1,3012807dd24bb3a6e5641b9ba4b2d678,2e71a189f792c0e4b6694b4e59802cbb,9.0,8.0,NO,Varios,Asesoramiento: En la devolución del taller; Reclamos al Taller: Trabajo parcial; Turnos: Disponibilidad de turnos,Asesor,0.9913368593835492,REVERTIDO,Responsable 1,BAJA CALIFICACION
7655,Marca 2,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,7db59b81bbaa5d9bd3476b5373efaa53,7db59b81bbaa5d9bd3476b5373efaa53,fac55e8e6e10c8966357af48b6b5d835,861c9d75063fba05145b4607bbd898f2,2e71a189f792c0e4b6694b4e59802cbb,9.0,5.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9914736458143352,REVERTIDO,Responsable 1,BAJA CALIFICACION
7656,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PA,c4bb55a603ecd579667ef5dce00f9bac,e396d32cf3489569ab4cf995b7cb3ea6,a4595609cc30d5d03ebc14fc6786b6bb,d467f96767f3fb06828c539cd9f5b5cf,83b92c59ff7a326c036e0bd6e0b51fb0,9.0,8.0,NO,Disconformidad con el fabricante,Políticas de precios,Adjudicados,0.9912456684296918,REVERTIDO,Responsable 2,BAJA CALIFICACION
7657,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,c4bb55a603ecd579667ef5dce00f9bac,e396d32cf3489569ab4cf995b7cb3ea6,571658bdc6512a09ce5109008ddf1cc7,216b42bd6bed1c6c763f5cb2489fa2e3,a424e0689943a834b96da876d7331dd1,7.0,8.0,NO,Varios,Comunicación: Falta de comunicación ante novedades; Disconformidad con el Fabricante: Disconformidad con la marca,Adjudicados,0.9913368593835492,REVERTIDO,Responsable 2,BAJA CALIFICACION
7658,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,c4bb55a603ecd579667ef5dce00f9bac,e396d32cf3489569ab4cf995b7cb3ea6,980d29c3a9c86670a91fe75019462d8c,b1c8540f1c3006bc9300797bef21b941,ce80427faf22f79e651fe2bef37b5fd9,10.0,10.0,NO,Error de Facturación,Otros,Entrega Administrativa,0.9913368593835492,GESTIONADO,Responsable 1,OBSERVACION
7659,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,18f4d4bef91d8a037d2e3536a74bd122,5b45089dccf71a84f1fc01b1ec9e89c0,c641a707a3ed52bd96f13bf859a5f86b,6ae9135a89cb6e1d9d2927e02fcf0d34,6f2a9c38143de7849757ee19bc8df9b7,6.0,9.0,NO,Asesoramiento,Omisión/error en la sucripcion o en la venta,Adjudicados,0.9913596571220136,REVERTIDO,Responsable 1,BAJA CALIFICACION
7660,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,2f203b812d515fef8e0dbc9da7255e2c,2d3b8faf1ee5efe074fafd3cfc74de18,ae5090276cda26385cc364cd1337e7e8,afd0b64399fb20967fae0dcf16f5692f,286038ceed3b16b051c1ef8f7c265e7c,7.0,9.0,NO,Varios,Asesoramiento: Otros; Elemento de Entrega Diferenciada: Elemento de Entrega Diferenciada,Ventas,0.991519241291264,REVERTIDO,Responsable 1,BAJA CALIFICACION
7661,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PV,5aa557351742d288a6ca939107e4597d,5aa557351742d288a6ca939107e4597d,6bff2f4702d7430834c55fa4fdb3a267,a97a8161e652b7a68986a8bf7aeacd0a,40802543663ab561f4ba56e17fcef1f6,9.0,9.0,NO,Disconformidad con el fabricante,Políticas de precios,Asesor,0.9913140616450848,GESTIONADO,Responsable 2,OBSERVACION
7662,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PV,b50a919c66342a99687e80bc4d4299f5,b50a919c66342a99687e80bc4d4299f5,8a74ea6b0cacd109d9597656b6ddc5fb,05845336954cf5bc36f3e302490cf658,5146fbaed68eed76ed2217ad4bfa5481,9.0,10.0,NO,Asesoramiento,"Nuevo problema, Consultas pendientes del Cliente",Asesor,0.9913140616450848,GESTIONADO,Responsable 2,OBSERVACION
7663,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PV,7db59b81bbaa5d9bd3476b5373efaa53,7db59b81bbaa5d9bd3476b5373efaa53,789fd1e1ea115673e0567152f300405f,da497f00f3861085a7c643724b52b229,7c5b6874642b49c7c22a11cd3392e8ba,10.0,10.0,NO,Asesoramiento,Nuevo problema,Asesor,0.9913140616450848,GESTIONADO,Responsable 2,OBSERVACION
7664,Marca 2,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PV,9ab44a00048683157543d680cbc60926,9ab44a00048683157543d680cbc60926,d5b2b5f3a815442af77e0c547b21f877,574415756b646924faaf869a653c10d7,65b4c46a12016ac52b5c22608d39bea0,9.0,9.0,NO,Turnos,Disponibilidad de turnos,Turnos,0.9913140616450848,GESTIONADO,Responsable 1,OBSERVACION
7679,Marca 4,2018-10-19,2018-10-23,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,VN,98cfa19af8eb2130cdd9c57798f77a94,2c4c7b4948f2c123c53ca6845a2d3251,10064593c7cee658c93c1036c379bf58,b5a86b5b101b548e01940bb8d5ec89f6,8f6c65a8da568dd3bda951ee09e87e31,8.0,9.0,NO,Expectativas altas del cliente,Nota menor a 9 sin comentario negativo,Ventas,0.9913140616450848,CERRADO POR GERENCIA,Responsable 1,BAJA CALIFICACION
7680,Marca 4,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,6cc3f8a62d78e4e83a3b2e5c6f154cc7,010c4bef1378a6db9d115327d35bac03,f1df32bd82c6c4eb3a893a9b6377a9b7,c5723a19e0a452f01eef625223317fd7,8.0,8.0,SI,Disconformidad con el fabricante,Disponibilidad de repuestos,Repuestos,0.9913596571220136,INCONTACTABLE,Responsable 1,BAJA CALIFICACION Y RETORNO
7681,Marca 4,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,6cc3f8a62d78e4e83a3b2e5c6f154cc7,828af7a3ba2a033024debd000e230a78,a4867678cbb549d765dae7ff7f3d42f0,c2d72aa2fa2bb1303509cfd181fe2f6c,9.0,7.0,NO,Varios,Asesoramiento: Cambio de precio; Lavado: Vehículo no lavado / aspirado,Asesor,0.9913596571220136,REVERTIDO,Responsable 2,BAJA CALIFICACION
7682,Marca 4,2018-10-19,2018-10-22,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,fcf0a5545502f79c36e5ff43129890b3,6cc3f8a62d78e4e83a3b2e5c6f154cc7,fb8135adb62bfdcaad877b3fd7691f14,2aafe66a26ada7245e784ca3e2f2214b,0c57c0127f749fbe4b7f80dd2ac7e6cb,9.0,9.0,NO,Disconformidad con el fabricante,Disponibilidad de repuestos,Repuestos,0.9913596571220136,GESTIONADO,Responsable 2,OBSERVACION
7683,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PA,7e2b222fe93955d73e97baba48ce0f56,dd8e94022e022084d7580fe8acf6db2f,59dd3cd2586aeb4d042321c3e208a51c,d35e837c0afb4c5327d9c4f96b14227d,3e83723e25735ca01ecdf63048f5bef0,5.0,5.0,NO,Varios,"Asesoramiento: Incumplimiento de promesas, Plazos de entrega; Comunicación: Falta de comunicación ante novedades",Ventas,0.9913140616450848,NO REVERTIDO,Responsable 2,BAJA CALIFICACION
7684,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,9baf70eaa7e8191f78adca1ae687c9c6,dd8e94022e022084d7580fe8acf6db2f,cdf5732f3df3b7866de0c799e45fe615,0d11be84f571e98b147eb4a9da084c42,7acee602e6a7b4698d76e3b3d240fa34,5.0,-1.0,NO,Varios,"Asesoramiento: Incumplimiento de promesas, Plazos de entrega, Cambio de precio, Omisión/error en la sucripcion o en la venta",Adjudicados,0.9914736458143352,NO REVERTIDO,Responsable 2,BAJA CALIFICACION
7685,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PA,dfb76270b5bd09242888eb2b8cbb7ce2,dd8e94022e022084d7580fe8acf6db2f,6d6e14d791b47271d5a286eaeb98aa22,70d7831cac09b16a777d747c44b795fd,e08d113ed7bad2205e4d492516ba9dd0,5.0,1.0,SI,Varios,Asesoramiento: Omisión/error en la sucripcion o en la venta; Problemas en la Entrega: Ceremonia de entregas,Adjudicados,0.9914964435527996,NO REVERTIDO,Responsable 1,BAJA CALIFICACION E INCIDENTE
7686,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,VN,8f70f4b3d8aa1f4533ea4167b7b42b4a,a25675d8e5ffe874d55f9f8c16ee3c2c,25f44bdf3f0abd5458312d2190e6c88f,eade66af8b0f0ab4b89a1aa8b2d3227f,edb6301e16ceea14fa3ec27b03f872e1,9.0,9.0,SI,Varios,Vehículo Entregado en Malas Condiciones: Fallas en el funcionamiento mecanico/ carroceria; Accesorios: Defectuoso,Entrega Fisica,0.9916560277220501,REVERTIDO,Responsable 1,INCIDENTE
7687,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PA,8b15daa6383e7624de26afc8ad1e2d41,ee28ab9178472ff97059aeddc36de287,e7ddb060f7daf677ae8e2b8ae41a119e,de576e9dfdd7c88e95c8438c4f0a395f,99b880d6defa7c2168bc35be31e8b35d,8.0,7.0,NO,Asesoramiento,"Omisión/error en la sucripcion o en la venta, Gastos, Precios, Incumplimiento de promesas",Adjudicados,0.9912456684296918,NO REVERTIDO,Responsable 1,BAJA CALIFICACION
7688,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PA,c776e1b52b48264fc3ad2162476db6df,dd8e94022e022084d7580fe8acf6db2f,9c1d993d70bc23068a1eeaf55ea306c3,3df93752acbe59cce93ab74468544175,e08d113ed7bad2205e4d492516ba9dd0,9.0,8.0,SI,Varios,"Asesoramiento: Sobre el proceso administrativo,Plazos de entrega; Comunicación:  Falta de comunicación ante novedades, Falta de comunicación entre el personal; Accesorios: Bonificacion no reconocida; Demoras en la Atención: Entrega Física",Adjudicados,0.9913140616450848,NO REVERTIDO,Responsable 2,BAJA CALIFICACION E INCIDENTE
7689,Marca 1,2018-10-19,2018-10-23,Octubre,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,aa582b03e5a21ff9bdfe6b108d0f8dc4,aa582b03e5a21ff9bdfe6b108d0f8dc4,b2177ee409ff120ab3d355580bc4b0e1,7979076007be1618c45dcf90f7fbc200,c5e575270791275f2d60082f17a785d4,1.0,1.0,SI,Varios,"Reclamos al Taller: Mala reparación, Trabajo parcial; Asesoramiento: Disconformidad con experiencias pasadas; Disconformidad con el Fabricante: Disconformidad con el producto",Taller,0.002006200984862261,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION Y RETORNO
7690,Marca 1,2018-10-19,2018-10-23,Octubre,GESTIONADO,FUERA DE PLAZO,Sucursal 1,PV,61a423da4122794df98c8362238f9a78,61a423da4122794df98c8362238f9a78,5d1eef43836c8e46ffcf40bfd5af372f,e68fbd09b669bea6b2b0157ebf2f73fd,93ae83899af768334d82e1601748211f,8.0,8.0,NO,Expectativas Altas del Cliente,Nota menor a 9 sin comentario negativo,Asesor,0.9915648367681926,NO REVERTIDO,Responsable 1,BAJA CALIFICACION
7691,Marca 1,2018-10-19,2018-10-23,Octubre,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,3fdcf47c29f7993066bc6cc69e1447d9,5ddb224ccc347d0bd21137b0bf52130e,88f118a3fbc43f1307e0300398e22c71,56731f6325cf8f28d5ff357cb14c58aa,f33be1f14dc5f54c5721fda022c1e966,8.0,9.0,NO,Lavado,Vehículo mal lavado,Lavadero,0.002006200984862261,SIN RESPUESTA,Responsable 1,BAJA CALIFICACION
7692,Marca 1,2018-10-19,2018-10-23,Octubre,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,aa582b03e5a21ff9bdfe6b108d0f8dc4,aa582b03e5a21ff9bdfe6b108d0f8dc4,b31f469f008ed72045e2148d1bf8de25,0354a16b8768efc1d7081508450f6882,afee97063896539480a5565756d32aee,-1.0,-1.0,SI,Reclamos al taller,Mala reparación,Taller,0.002006200984862261,SIN RESPUESTA,Responsable 2,BAJA CALIFICACION Y RETORNO
7693,Marca 1,2018-10-19,2018-10-23,Octubre,SIN GESTION,Sin Tratamiento,Sucursal 1,PV,aa582b03e5a21ff9bdfe6b108d0f8dc4,aa582b03e5a21ff9bdfe6b108d0f8dc4,b32bb163f8938c128c3e512288dc1695,fc8db82550adb346ae59d2292c4d6a36,93ae83899af768334d82e1601748211f,-1.0,9.0,NO,Varios,"Condiciones Generales: Horario de atención, Políticas de la empresa; Turnos: Disponibilidad de turnos",Asesor,0.002006200984862261,SIN RESPUESTA,Responsable 2,BAJA CALIFICACION
7695,Marca 1,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PA,749591e39274fb3e2dbcfe3f821fb011,ee28ab9178472ff97059aeddc36de287,d98f281ead3db0c171ec7c22431edb5b,a8313cfcb3123075f15bc7bb5c6f173c,5d3c19b52ce2f0279478fa0a54f9fe88,10.0,10.0,NO,Asesoramiento,Plazos de entrega,Entrega Administrativa,0.9912456684296918,REVERTIDO,Responsable 1,OBSERVACION
7696,Marca 1,2018-10-19,2018-10-22,Octubre,GESTIONADO,A TIEMPO,Sucursal 1,PA,d38a1ffb0219a8a2ed8a3da116e81fba,ee28ab9178472ff97059aeddc36de287,8af9f683fd3a9fdf6074ff39a52f2ac9,15f7c0030998f301be664a6e8ef04023,3b4a91ba84b8389659727ef9dfadce14,10.0,10.0,NO,Asesoramiento,"Plazos de entrega, Financiación",Entrega Administrativa,0.9913140616450848,REVERTIDO,Responsable 2,OBSERVACION
